"street_view_rating","address","parcel_number"
1,"420 GARFIELD ST, GARY","450805282008000004"
1,"4237 E 11TH AVE, GARY","450812205012000004"
1,"4413 W 24TH AVE, GARY","450818152009000004"
1,"4419 W 24TH PL, GARY","450818153008000004"
1,"4420 E 13TH PL, GARY","450812276014000004"
1,"4431 W 24TH PL, GARY","450818153005000004"
1,"555 TAFT PL, GARY","450805335009000004"
1,"556-58 JACKSON ST, GARY","450804402026000004"
1,"620 BUCHANAN ST, GARY","450804307013000004"
1,"620 LINCOLN ST, GARY","450804306009000004"
1,"625 ALLEN ST, GARY","450801428001000004"
1,"634 JOHNSON ST, GARY","450804305005000004"
1,"636 NEW HAMPSHIRE ST, GARY","450801452015000004"
1,"643 TENNESSEE ST, GARY","450803430010000004"
1,"763 OHIO ST, GARY","450803477013000004"
1,"765 MARTIN LUTHER KING DR, GARY","450803479010000004"
1,"123 W 49TH AVE, GARY","450833428003000004"
1,"137 PORTER ST, GARY","450701233005000004"
1,"240 GRANT ST, GARY","450805228012000004"
1,"371 MOUNT ST, GARY","450701276010000004"
1,"379 JOHNSON ST, GARY","450804152012000004"
1,"417 HARRISON ST, GARY","450804185005000004"
1,"458 W 23RD AVE, GARY","450816203031000004"
1,"496 W 22ND PL, GARY","450816202029000004"
1,"508 W 51ST PL, GARY","450833451020000004"
1,"521 DALLAS ST, GARY","450701308003000004"
1,"559 MARYLAND ST, GARY","450803327011000004"
1,"559 RUTLEDGE ST, GARY","450805334016000004"
1,"597 W 21ST AVE, GARY","450816202001000004"
1,"612 HOVEY ST, GARY","450701435011000004"
1,"621 W 25TH AVE, GARY","450816403005000004"
1,"6315 W 23RD AVE, GARY","450714278004000003"
1,"635 ILLINOIS ST, GARY","450802304007000004"
1,"6550 MILLER AVE, GARY","450905301016000004"
1,"6594 MILLER AVE, GARY","450905157044000004"
1,"608 E 46TH AVE, GARY","450834126026000004"
1,"636 MARYLAND ST, GARY","450803330026000004"
1,"824 W 19TH AVE, GARY","450809335038000004"
1,"830 GEORGIA ST, GARY","450803383024000004"
1,"901 E 34TH AVE, GARY","450822405001000004"
1,"238 N INDIANA, GRIFFITH","450735378012000006"
1,"4843 PINE AVE, HAMMOND","450330356017000023"
1,"4918 MAGNOLIA AVE, HAMMOND","450331202017000023"
1,"5534 BEALL AVE, HAMMOND","450236480032000023"
1,"1319 INDIANA ST, HAMMOND","450331452025000023"
1,"930 DRACKERT ST, HAMMOND","450706108011000023"
1,"2741 HUNTINGTON ST, LAKE STATION","450918480011000021"
1,"2559 NEWTON ST, LAKE STATION","450917404018000021"
1,"1168 WAITE ST, GARY","450807278030000004"
1,"1180 HENDRICKS ST, GARY","450807254031000004"
1,"1208 ROOSEVELT ST, GARY","450808253014000004"
1,"1333 ROOSEVELT PL, GARY","450808255008000004"
1,"1576 RUTLEDGE ST, GARY","450808327029000004"
1,"1588 HAYES ST, GARY","450808429037000004"
1,"437 GRANT ST, GARY","450805287009000004"
1,"527 W 43RD AVE, GARY","450828455002000004"
1,"533 W 43RD AVE, GARY","450828455001000004"
1,"1329 WAITE ST, GARY","450807282005000004"
1,"2000 CLARK RD, GARY","450712478029000004"
1,"713 RALSTON ST, GARY","450701452003000004"
1,"716 PIERCE ST, GARY","450804354015000004"
1,"744 PORTER ST, GARY","450701478024000004"
1,"1321 WAITE ST, GARY","450807282004000004"
1,"6101 W 7TH AVE, GARY","450701351010000004"
1,"961 BAKER ST, GARY","450807104005000004"
1,"1074 MOUNT ST, GARY","450712208020000004"
1,"2421 STEVENSON ST, GARY","450714282003000003"
1,"533 KING ST, GARY","450701307004000004"
1,"554 PENNSYLVANIA ST, GARY","450803304025000004"
1,"573 HANLEY ST, GARY","450701406016000004"
1,"632 TENNESSEE ST, GARY","450803408022000004"
1,"751 KING ST, GARY","450701353007000004"
1,"777 PORTER ST, GARY","450701479014000004"
1,"800 LINCOLN ST, GARY","450804356014000004"
1,"821 TENNESSEE ST, GARY","450803480005000004"
1,"859 TENNESSEE ST, GARY","450803480013000004"
1,"633 KENTUCKY ST, GARY","450803408007000004"
1,"656 OHIO ST, GARY","450803430025000004"
1,"3720 ELM ST, EAST CHICAGO","450322304027000024"
1,"419 SPRING ST, EAST CHICAGO","450316310004000024"
1,"424 PROSPECT ST, EAST CHICAGO","450316308010000024"
1,"4810 WEGG AVE, EAST CHICAGO","450329356032000024"
1,"4814 MCCOOK AVE, EAST CHICAGO","450328380007000024"
1,"4850 CAREY ST, EAST CHICAGO","450328459045000024"
1,"4927 HOMERLEE AVE, EAST CHICAGO","450332105013000024"
1,"604 145TH ST, EAST CHICAGO","450329256030000024"
1,"3813 ALDER ST, EAST CHICAGO","450322407007000024"
1,"4751 MELVILLE AVE, EAST CHICAGO","450328379013000024"
1,"5008 ALEXANDER AVE, EAST CHICAGO","450333130015000024"
1,"3805 ALDER ST, EAST CHICAGO","450322407003000024"
1,"1013 DURBIN ST, GARY","450712208003000004"
1,"1019 DURBIN ST, GARY","450712208004000004"
1,"1168 HOVEY ST, GARY","450712277024000004"
1,"1180 PIERCE ST, GARY","450809156019000004"
1,"1204 UTAH ST, GARY","450812179002000004"
1,"1216 W 19TH AVE, GARY","450809304067000004"
1,"1318 VAN BUREN ST, GARY","450809256020000004"
1,"1327-29 DAKOTA ST, GARY","450812152019000004"
1,"1396 HANLEY ST, GARY","450712256022000004"
1,"1407 E 7TH AVE, GARY","450803478002000004"
1,"1415 W 19TH AVE, GARY","450809351021000004"
1,"1649 MARYLAND ST, GARY","450810331012000004"
1,"1766 HAYES ST, GARY","450808433030000004"
1,"1927 CENTRAL DR, GARY","450811306022000004"
1,"1966 WILLARD ST, GARY","450807381012000004"
1,"1984 MATTHEWS PL, GARY","450712476012000004"
1,"2021 ROOSEVELT ST, GARY","450808457005000004"
1,"2024 HOVEY PL, GARY","450712477025000004"
1,"2046 DELAWARE ST, GARY","450810359025000004"
1,"2062 ROOSEVELT PL, GARY","450808455028000004"
1,"2150 VERMONT ST, GARY","450815202027000004"
1,"2213 RHODE ISLAND ST, GARY","450815206003000004"
1,"2462 MADISON ST, GARY","450816257025000004"
1,"2636 MADISON ST, GARY","450816410028000004"
1,"2800 DALLAS ST, GARY","450713356010000003"
1,"323 S GRAND BLVD ST, GARY","450905152003000004"
1,"327 HANLEY ST, GARY","450701256005000004"
1,"338 MATTHEWS ST, GARY","450701276017000004"
1,"354 GERRY ST, GARY","450701177025000004"
1,"3720 WASHINGTON ST, GARY","450828228016000004"
1,"3952 BUCHANAN ST, GARY","450828154020000004"
1,"4074 OHIO ST, GARY","450827280020000004"
1,"418 E 48TH PL, GARY","450834179016000004"
1,"4349 W 24TH AVE, GARY","450818152012000004"
1,"4412 W 21ST AVE, GARY","450807355022000004"
1,"450 GERRY ST, GARY","450701179018000004"
1,"4701 E 10TH AVE, GARY","450812229001000004"
1,"5068 W 18TH AVE, GARY","450712407018000004"
1,"5204 W 7TH AVE, GARY","450701409015000004"
1,"550 HOVEY ST, GARY","450701431025000004"
1,"5616 E 5TH PL, GARY","450906401005000004"
1,"628 N NEWTON ST, GARY","450532254022000004"
1,"6419 W 25TH AVE, GARY","450714426007000003"
1,"664 TENNESSEE ST, GARY","450803408030000004"
1,"673 M L KING DR, GARY","450803433012000004"
1,"712 DELAWARE ST, GARY","450803354022000004"
1,"739 RALSTON ST, GARY","450701452007000004"
1,"767 HANLEY ST, GARY","450701453013000004"
1,"800 GARFIELD ST, GARY","450805484007000004"
1,"842 E 14TH AVE, GARY","450810254041000004"
1,"937 STEVENSON ST, GARY","450711228006000004"
1,"132 PORTER ST, GARY","450701232006000004"
1,"224 W 43RD AVE, GARY","450828431013000004"
1,"225 W 37TH AVE, GARY","450828227003000004"
1,"240 RUTLEDGE ST, GARY","450805134022000004"
1,"320 W 43RD AVE, GARY","450828430012000004"
1,"358 HAYES ST, GARY","450805278023000004"
1,"366 TAFT PL, GARY","450805179027000004"
1,"376 LINCOLN ST, GARY","450804152026000004"
1,"380 S HAMILTON ST, GARY","450906254011000004"
1,"406 E 45TH AVE, GARY","450827380019000004"
1,"434 BUCHANAN ST, GARY","450804157018000004"
1,"448 JACKSON ST, GARY","450804256034000004"
1,"452 JACKSON ST, GARY","450804256035000004"
1,"455 DALLAS ST, GARY","450701158011000004"
1,"520 E 43RD AVE, GARY","450827335024000004"
1,"532 BUCHANAN ST, GARY","450804303018000004"
1,"542 TENNESSEE ST, GARY","450803404014000004"
1,"560 RALSTON ST, GARY","450701404022000004"
1,"570 PENNSYLVANIA ST, GARY","450803304029000004"
1,"636 E 49TH AVE, GARY","450834179051000004"
1,"700 E 48TH PL, GARY","450834180019000004"
1,"1935 W 14TH AVE, GARY","450808279005000004"
1,"1136 MARYLAND ST, GARY","450810176018000004"
1,"3225 KENWOOD ST, HAMMOND","450703352002000023"
1,"3306 165TH ST, HAMMOND","450710103001000023"
1,"34 CONDIT ST, HAMMOND","450236352009000023"
1,"4846 CEDAR AVE, HAMMOND","450330354031000023"
1,"6303 MADISON AVE, HAMMOND","450601478001000023"
1,"833 STATE ST, HAMMOND","450331303034000023"
1,"845 TRUMAN ST, HAMMOND","450331154039000023"
1,"916 CONKEY ST, HAMMOND","450706307007000023"
1,"2712 FLOYD ST, LAKE STATION","450918378037000021"
1,"2718 E 36TH AVE, LAKE STATION","450823457025000020"
2,"694 CASS CT, GARY","450801478024000004"
2,"833 LINCOLN ST, GARY","450804357007000004"
2,"3812 EVERGREEN ST, EAST CHICAGO","450322410023000024"
2,"3903 CATALPA ST, EAST CHICAGO","450322453040000024"
2,"3917 CATALPA ST, EAST CHICAGO","450322453008000024"
2,"3936 CATALPA ST, EAST CHICAGO","450322452037000024"
2,"505 GROVE ST, EAST CHICAGO","450316331007000024"
2,"3716 HEMLOCK ST, EAST CHICAGO","450322301026000024"
2,"3815 HEMLOCK ST, EAST CHICAGO","450322306003000024"
2,"1308 DELAWARE ST, GARY","450810158020000004"
2,"1751 GARFIELD ST, GARY","450808433011000004"
2,"725 CLINTON ST, GARY","450701377004000004"
2,"772 MISS ST, GARY","450802351014000004"
2,"8639 FORREST AVE, GARY","450533180006000004"
2,"957 LANE ST, GARY","450807128005000004"
2,"410 S LIBERTY PL, HOBART","450932276015000018"
2,"2850 CASS ST, LAKE STATION","450813482035000021"
0,"1538 CHASE ST, GARY","450807429015000004"
0,"1153 HENDRICKS ST, GARY","450807276013000004"
0,"1153 WALLACE ST, GARY","450807253016000004"
0,"1240 ROOSEVELT PL, GARY","450808252020000004"
0,"1245 ELLSWORTH ST, GARY","450808180008000004"
0,"1318 TANEY ST, GARY","450808156013000004"
0,"1324 TANEY PL, GARY","450808155016000004"
0,"1535 ROOSEVELT PL, GARY","450808403009000004"
0,"1567 MCKINLEY ST, GARY","450808405017000004"
0,"1568 ROOSEVELT ST, GARY","450808403029000004"
0,"1606 W 19TH AVE, GARY","450808434030000004"
0,"1626 W 9TH AVE, GARY","450808232018000004"
0,"331 CLEVELAND ST, GARY","450805255006000004"
0,"375 MCKINLEY ST, GARY","450805254013000004"
0,"3801 W 15TH AVE, GARY","450807401007000004"
0,"325 MARSHALL ST, GARY","450805177006000004"
0,"340 MCKINLEY ST, GARY","450805253023000004"
0,"344 VAN BUREN ST, GARY","450804251012000004"
0,"410 LINCOLN ST, GARY","450804156010000004"
0,"411 LINCOLN ST, GARY","450804157002000004"
0,"412 MONROE ST, GARY","450804257026000004"
0,"437 JACKSON ST, GARY","450804257015000004"
0,"526 JOHNSON ST, GARY","450804301005000004"
0,"534 LINCOLN ST, GARY","450804302013000004"
0,"558 TENNESSEE ST, GARY","450803404017000004"
0,"577 TANEY ST, GARY","450805309003000004"
0,"607 TANEY ST, GARY","450805311002000004"
0,"621 TANEY CT, GARY","450805352001000004"
0,"130 MARSHALL ST, GARY","450805127005000004"
0,"1030 E 6TH AVE, GARY","450803403024000004"
0,"1045 WRIGHT ST, GARY","450807134012000004"
0,"1047 NOBLE ST, GARY","450807209019000004"
0,"1049 MARSHALL ST, GARY","450808133009000004"
0,"1118 BENTON ST, GARY","450812227045000004"
0,"1119 BENTON ST, GARY","450812228011000004"
0,"112 ELLSWORTH ST, GARY","450805128011000004"
0,"112 RUTLEDGE ST, GARY","450805129012000004"
0,"1135 CLEVELAND ST, GARY","450808260004000004"
0,"1166 BENTON ST, GARY","450812227051000004"
0,"1203 CASS ST, GARY","450812229019000004"
0,"1209 ALLEN ST, GARY","450812227035000004"
0,"1308 E 6TH AVE, GARY","450803427004000004"
0,"2310 HOBART ST, GARY","450714276013000003"
0,"308 PIERCE ST, GARY","450804154017000004"
0,"316 FILLMORE ST, GARY","450804176024000004"
0,"364 VAN BUREN ST, GARY","450804251020000004"
0,"405 HARRISON ST, GARY","450804185003000004"
0,"425 POLK ST, GARY","450804183006000004"
0,"576 HARRISON ST, GARY","450804333032000004"
0,"610 VERMONT ST, GARY","450803406009000004"
0,"6121 BIRCH AVE, GARY","450531477002000004"
0,"615 LINCOLN ST, GARY","450804307002000004"
0,"618 OHIO ST, GARY","450803430020000004"
0,"620 TENNESSEE ST, GARY","450803408020000004"
0,"623 TENNESSEE ST, GARY","450803430006000004"
0,"643 VERMONT ST, GARY","450803407009000004"
0,"659 VERMONT ST, GARY","450803407012000004"
0,"661 NEW HAMPSHIRE ST, GARY","450801454016000004"
0,"665 VERMONT ST, GARY","450803407013000004"
0,"732 VAN BUREN ST, GARY","450804451005000004"
0,"747 VAN BUREN ST, GARY","450804452009000004"
0,"760 MARYLAND ST, GARY","450803376036000004"
0,"812 MONROE ST, GARY","450804456016000004"
0,"817 CAROLINA ST, GARY","450803383005000004"
0,"834 M L KING DR, GARY","450803482018000004"
0,"839 TENNESSEE ST, GARY","450803480009000004"
0,"840 TENNESSEE ST, GARY","450803458028000004"
0,"849 GEORGIA ST, GARY","450803455012000004"
0,"855 TENNESSEE ST, GARY","450803480012000004"
0,"856 KENTUCKY ST, GARY","450803457029000004"
0,"863 GEORGIA ST, GARY","450803455014000004"
0,"865 KENTUCKY ST, GARY","450803458017000004"
0,"518 MIAMI PL, GARY","450532329010000004"
0,"526 S WAYNE ST, GARY","450904426043000004"
0,"6110 MILLER AVE, GARY","450906427007000004"
0,"621 RHODE ISLAND, GARY","450803406004000004"
0,"627 KENTUCKY ST, GARY","450803408006000004"
0,"631 VERMONT ST, GARY","450803407006000004"
0,"666 OHIO ST, GARY","450803430026000004"
0,"678 KENTUCKY ST, GARY","450803407029000004"
0,"691 LOUISIANA ST, GARY","450803432014000004"
0,"615 VAN BUREN, GARY","450804406002000004"
0,"705 VERMONT ST, GARY","450803453002000004"
0,"765 ADAMS ST, GARY","450804478013000004"
0,"766 JEFFERSON ST, GARY","450804476015000004"
0,"835 VAN BUREN ST, GARY","450804455005000004"
0,"852 CAROLINA ST, GARY","450803382030000004"
0,"855 MADISON ST, GARY","450804480014000004"
0,"1214 151ST ST, EAST CHICAGO","450332110031000024"
0,"3617 PARRISH AVE, EAST CHICAGO","450322159002000024"
0,"3813 DEODAR ST, EAST CHICAGO","450322331004000024"
0,"3845 PARRISH AVE, EAST CHICAGO","450322305022000024"
0,"3906 FIR ST, EAST CHICAGO","450322353020000024"
0,"3929 FIR ST, EAST CHICAGO","450322354012000024"
0,"4432 OLCOTT AVE, EAST CHICAGO","450329255020000024"
0,"4501 TOD AVE, EAST CHICAGO","450329406001000024"
0,"4715 MCCOOK AVE, EAST CHICAGO","450328330004000024"
0,"4810 HOMERLEE AVE, EAST CHICAGO","450329357033000024"
0,"4854 ALEXANDER AVE, EAST CHICAGO","450328381053000024"
0,"4929 MELVILLE AVE, EAST CHICAGO","450333129014000024"
0,"5019 MELVILLE AVE, EAST CHICAGO","450333132008000024"
0,"5033 MELVILLE, EAST CHICAGO","450333132015000024"
0,"514 SPRING ST, EAST CHICAGO","450316303013000024"
0,"717 151ST ST, EAST CHICAGO","450332251005000024"
0,"1204 COLUMBUS DR, EAST CHICAGO","450321480032000024"
0,"3927 FIR ST, EAST CHICAGO","450322354011000024"
0,"3940 CATALPA ST, EAST CHICAGO","450322452039000024"
0,"4011 PULASKI ST, EAST CHICAGO","450322383006000024"
0,"4731 MCCOOK AVE, EAST CHICAGO","450328377005000024"
0,"4831 MCCOOK AVE, EAST CHICAGO","450328381016000024"
0,"4842 ALEXANDER AVE, EAST CHICAGO","450328381048000024"
0,"4847 ALEXANDER AVE, EAST CHICAGO","450328382023000024"
0,"4907 HOMERLEE AVE, EAST CHICAGO","450332105001000024"
0,"4914 KENNEDY AVE, EAST CHICAGO","450333129029000024"
0,"610 E 151ST ST, EAST CHICAGO","450333130037000024"
0,"4716 ALEXANDER AVE, EAST CHICAGO","450328330008000024"
0,"4828 MCCOOK AVE, EAST CHICAGO","450328380014000024"
0,"4844 MCCOOK AVE, EAST CHICAGO","450328380022000024"
0,"4933 MELVILLE AVE, EAST CHICAGO","450333129015000024"
0,"1000 HAMLIN ST, GARY","450712103013000004"
0,"1001 MOUNT ST, GARY","450712230001000004"
0,"1001-05 IDAHO ST, GARY","450812102001000004"
0,"1016 HAMLIN, GARY","450712103015000004"
0,"1017-21 UTAH ST, GARY","450812132004000004"
0,"1019 IDAHO ST, GARY","450812102003000004"
0,"1021 MOUNT ST, GARY","450712230003000004"
0,"1024 DURBIN ST, GARY","450712207015000004"
0,"1026 MATTHEWS ST, GARY","450712230015000004"
0,"1027-1011 UTAH ST, GARY","450812132006000004"
0,"1035 MOUNT ST, GARY","450712230005000004"
0,"1035 W 2ND AVE, GARY","450804127001000004"
0,"1044 MOUNT ST, GARY","450712208016000004"
0,"1048 CLARK RD, GARY","450712233024000004"
0,"1051 HANLEY ST, GARY","450712207009000004"
0,"1051 MOUNT ST, GARY","450712230007000004"
0,"1100-04 WYOMING ST, GARY","450812102014000004"
0,"1120-24 WYOMING ST, GARY","450812102017000004"
0,"1121 E 32ND AVE, GARY","450822252004000004"
0,"1127 CENTRAL AVE, GARY","450810254033000004"
0,"1130 E 32ND CT, GARY","450822252013000004"
0,"1133 COLFAX ST, GARY","450712151015000004"
0,"1140 CLAY ST, GARY","450812229033000004"
0,"1140 DURBIN ST, GARY","450712253019000004"
0,"1144 PENNSYLVANIA ST, GARY","450810153014000004"
0,"1145 HARRISON ST, GARY","450809252015000004"
0,"1148 POLK ST, GARY","450809177030000004"
0,"1151 BENTON ST, GARY","450812228015000004"
0,"1153 MOUNT ST, GARY","450712276014000004"
0,"1161 MOUNT ST, GARY","450712276016000004"
0,"1166 MOUNT ST, GARY","450712254023000004"
0,"1168 VAN BUREN ST, GARY","450809252037000004"
0,"1181 DURBIN ST, GARY","450712254017000004"
0,"1184 PIERCE ST, GARY","450809156020000004"
0,"1208 W 17TH AVE, GARY","450809302076000004"
0,"1211 W 17TH AVE, GARY","450809303039000004"
0,"1212 W 41ST AVE, GARY","450828159027000004"
0,"1214 W 17TH AVE, GARY","450809302075000004"
0,"1214-18 MONTANA ST, GARY","450812152023000004"
0,"1217 W 19TH AVE, GARY","450809355014000004"
0,"1224 W 17TH AVE, GARY","450809302072000004"
0,"1243 W 18TH AVE, GARY","450809304030000004"
0,"1252 W 16TH AVE, GARY","450809301063000004"
0,"1253 ELLSWORTH ST, GARY","450808180010000004"
0,"1255 W 15TH AVE, GARY","450809301032000004"
0,"1259 W 16TH AVE, GARY","450809302030000004"
0,"1271-13 DAKOTA ST, GARY","450812152014000004"
0,"1295 W 16TH AVE, GARY","450809302022000004"
0,"1303-09 MONTANA ST, GARY","450812153012000004"
0,"1312 DELAWARE ST, GARY","450810158021000004"
0,"1316 MOUNT ST, GARY","450712258015000004"
0,"1317 HARRISON ST, GARY","450809256005000004"
0,"1325 TANEY PL, GARY","450808156005000004"
0,"1330 TANEY PL, GARY","450808155017000004"
0,"1336 HARRISON ST, GARY","450809255004000004"
0,"1364 LINCOLN ST, GARY","450809158027000004"
0,"1371 WHITCOMB ST, GARY","450807255008000004"
0,"1392 JACKSON ST, GARY","450809257039000004"
0,"1409 MARYLAND ST, GARY","450810182011000004"
0,"1409 W 17TH AVE, GARY","450809303020000004"
0,"1409 W 18TH AVE, GARY","450809304017000004"
0,"1415 E 19TH AVE, GARY","450810478003000004"
0,"1500 KENTUCKY ST, GARY","450810258003000004"
0,"1521 CLEVELAND ST, GARY","450808426005000004"
0,"1523 ROOSEVELT PL, GARY","450808403007000004"
0,"1529 ROOSEVELT PL, GARY","450808403008000004"
0,"1540 MARYLAND ST, GARY","450810326015000004"
0,"1540 TANEY PL, GARY","450808301023000004"
0,"1544 POLK ST, GARY","450809327028000004"
0,"1548 CLINTON ST, GARY","450712328023000004"
0,"1561 TYLER ST, GARY","450809331003000004"
0,"1563 ROOSEVELT PL, GARY","450808403013000004"
0,"1564-66 FILLMORE APPR ST, GARY","450809326034000004"
0,"1595 BURR ST, GARY","450712401007000004"
0,"1624 MONROE ST, GARY","450809408018000004"
0,"1630 W 14TH AVE, GARY","450808282037000004"
0,"1660 W 9TH AVE, GARY","450808232012000004"
0,"1672 W 9TH AVE, GARY","450808232009000004"
0,"1686 W 9TH AVE, GARY","450808232008000004"
0,"1690 W 9TH AVE, GARY","450808232006000004"
0,"1705 W 15TH AVE, GARY","450808429007000004"
0,"1707 W 4TH PL, GARY","450805285009000004"
0,"1708 MCKINLEY ST, GARY","450808408013000004"
0,"1717 POLK ST, GARY","450809334005000004"
0,"1728 BURR ST, GARY","450712333011000004"
0,"1736 FILLMORE ST, GARY","450809332025000004"
0,"1737 TYLER ST, GARY","450809335007000004"
0,"1741 PIERCE ST, GARY","450809332010000004"
0,"1745 ROOSEVELT ST, GARY","450808408006000004"
0,"1754 ROOSEVELT PL, GARY","450808406023000004"
0,"1760-66 GARFIELD ST, GARY","450808432022000004"
0,"1767 VAN BUREN ST, GARY","450809411006000004"
0,"1793 ARTHUR ST, GARY","450808432024000004"
0,"1907 W 10TH PL, GARY","450808231010000004"
0,"1908 ARTHUR ST, GARY","450808476014000004"
0,"1917 CLARK RD, GARY","450807351005000004"
0,"1924 VIRGINIA ST, GARY","450810377029000004"
0,"1931 W 19TH AVE, GARY","450808476001000004"
0,"1935 MASSACHUSETTS ST, GARY","450810352008000004"
0,"1938 CONNECTICUT ST, GARY","450810352033000004"
0,"1942 W 13TH AVE, GARY","450808277010000004"
0,"1943 CLEVELAND, GARY","450808476005000004"
0,"1949 MARYLAND ST, GARY","450810377013000004"
0,"1957 W 14TH AVE, GARY","450808279001000004"
0,"1978 OHIO ST, GARY","450810476026000004"
0,"1979 CONNECTICUT ST, GARY","450810353018000004"
0,"1983 WILLARD ST, GARY","450807382006000004"
0,"1984 MASSACHUSETTS ST, GARY","450810351037000004"
0,"2001 HOVEY PL, GARY","450712478009000004"
0,"2001 WILLARD ST, GARY","450807382007000004"
0,"2012 HOVEY PL, GARY","450712477024000004"
0,"2013 MATTHEWS PL, GARY","450712477009000004"
0,"2029 MARTIN LUTHER KING, GARY","450810483006000004"
0,"2032 CLARK RD, GARY","450712479010000004"
0,"2033 CENTRAL DR, GARY","450811378004000004"
0,"2062 MATTHEWS PL, GARY","450712476021000004"
0,"2075 WRIGHT ST, GARY","450807384018000004"
0,"210 E 39TH AVE, GARY","450827108015000004"
0,"2100 W 2ND AVE, GARY","450805201005000004"
0,"2115 W 10TH PL, GARY","450808212007000004"
0,"2139 W 8TH AVE, GARY","450805460010000004"
0,"2141 KENTUCKY ST, GARY","450815204011000004"
